id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7187,0GA5,heliport,Big Canoe Heliport,34.45479965,-84.28910065,1475,NA,US,US-GA,Jasper,no,0GA5,,0GA5,,,
7188,0GA6,small_airport,Sunset Strip,33.73339844,-83.81880188,780,NA,US,US-GA,Jersey,no,0GA6,,0GA6,,,
7189,0GA7,small_airport,Hickory Level Airfield,33.6833992,-84.99990082,1080,NA,US,US-GA,Temple,no,0GA7,,0GA7,,,
7190,0GA8,small_airport,Paso Fino Farm Airport,30.88710022,-83.41600037,200,NA,US,US-GA,Valdosta,no,0GA8,,0GA8,,,
7191,0GA9,small_airport,Roberta Industrial Park Airport,32.71390152,-84.02749634,505,NA,US,US-GA,Roberta,no,0GA9,,0GA9,,,
7192,0GE0,small_airport,Pinewood Airport,33.78210068,-84.80079651,1085,NA,US,US-GA,Douglasville,no,0GE0,,0GE0,,,
7193,0GE1,small_airport,Crystal Lake Airpark,31.66550064,-83.44709778,327,NA,US,US-GA,Irwinville,no,0GE1,,0GE1,,,
7194,0GE3,small_airport,Lookout Mountain Airport,34.90470123,-85.45970154,563,NA,US,US-GA,Trenton,no,0GE3,,0GE3,,,
7195,0GE4,small_airport,Pecan Patch Airstrip,33.33140182,-84.26670074,860,NA,US,US-GA,Sunnyside,no,0GE4,,0GE4,,,
7196,0GE5,small_airport,Mountain Airpark,34.5617981,-83.71350098,1438,NA,US,US-GA,Cleveland,no,0GE5,,0GE5,,,
7197,0GE7,small_airport,Carpenter Airport,33.52030182,-82.37249756,450,NA,US,US-GA,Appling,no,0GE7,,0GE7,,,
7198,0GE9,small_airport,Pegasus Ranch Airport,32.69390106,-81.79859924,230,NA,US,US-GA,Rocky Ford,no,0GE9,,0GE9,,,
7199,0H7,small_airport,Kahoka Municipal Airport,40.42160034,-91.70629883,700,NA,US,US-MO,Kahoka,no,0H7,,0H7,,,
7200,0I2,small_airport,Brazil Clay County Airport,39.47669983,-87.09970093,645,NA,US,US-IN,Brazil,no,0I2,,0I2,,,
7201,0IA0,heliport,Knoxville Area Community Hospital Heliport,41.31689835,-93.09600067,927,NA,US,US-IA,Knoxville,no,0IA0,,0IA0,,,
7202,0IA1,heliport,St Anthony Regional Hospital Heliport,42.05830002,-94.86830139,1300,NA,US,US-IA,Carroll,no,0IA1,,0IA1,,,
7203,0IA2,heliport,Audubon County Memorial Hospital Heliport,41.71549988,-94.93859863,1320,NA,US,US-IA,Audubon,no,0IA2,,0IA2,,,
7204,0IA3,small_airport,Hawkeye Airport,42.43470001,-92.32800293,883,NA,US,US-IA,Waterloo,no,0IA3,,0IA3,,,
7205,0IA4,small_airport,Sharar Field,41.03340149,-91.05010223,700,NA,US,US-IA,Mediapolis,no,0IA4,,0IA4,,,
7206,0IA5,small_airport,Moore Private Airport,40.87220001,-93.26270294,1060,NA,US,US-IA,Millerton,no,0IA5,,0IA5,,,
7207,0IA6,small_airport,Rinehart Airport,41.65969849,-92.28990173,920,NA,US,US-IA,Victor,no,0IA6,,0IA6,,,
7208,0IA7,heliport,Cromwell Heliport,41.03889847,-94.46690369,1300,NA,US,US-IA,Cromwell,no,0IA7,,0IA7,,,
7209,0IA8,small_airport,Hannen Airport,42.22800064,-91.75099945,925,NA,US,US-IA,Center Point,no,0IA8,,0IA8,,,
7210,0IA9,heliport,Army Reserve Heliport,40.83340073,-91.30010223,725,NA,US,US-IA,Middleton,no,0IA9,,0IA9,,,
7211,0ID0,small_airport,South Fork Ranch Airport,43.60639954,-115.1070023,4861,NA,US,US-ID,Featherville,no,0ID0,,0ID0,,,
7212,0ID1,small_airport,Ziggy's Airport,42.64120102,-114.6050034,3225,NA,US,US-ID,Filer,no,0ID1,,0ID1,,,
7213,0ID2,small_airport,Flying Joseph Ranch Airport,44.44290161,-113.7730026,5600,NA,US,US-ID,May,no,0ID2,,0ID2,,,
7214,0ID3,small_airport,Coyote Run Airport,43.07580185,-115.6729965,3150,NA,US,US-ID,Mountain Home,no,0ID3,,0ID3,,,
7215,0ID4,small_airport,Black Butte Ranch Airport,43.04769897,-114.4700012,4020,NA,US,US-ID,Shoshone,no,0ID4,,0ID4,,,
7216,0ID5,small_airport,Ez Lope Ranch Airport,43.05310059,-116.461998,3130,NA,US,US-ID,Oreana,no,0ID5,,0ID5,,,
7217,0ID6,heliport,Steele Memorial Heliport,45.1739006,-113.8909988,4004,NA,US,US-ID,Salmon,no,0ID6,,0ID6,,,
45394,0ID7,small_airport,Z X Ranch Airport,43.230308,-116.763192,3820,NA,US,US-ID,Murphy,no,0ID7,,0ID7,,,
45387,0ID8,small_airport,Pinnacle Airport,45.775197,-116.178475,3800,NA,US,US-ID,Grangeville,no,0ID8,,0ID8,,,
7218,0II0,small_airport,Chuck's Airport,40.25999832,-85.25330353,955,NA,US,US-IN,Albany,no,0II0,,0II0,,,
7219,0II1,small_airport,Unsicker Airport,40.42810059,-86.15329742,816,NA,US,US-IN,Bremen,no,0II1,,0II1,,,
7220,0II2,small_airport,Creighton Airport,41.45729828,-86.12439728,820,NA,US,US-IN,Bremen,no,0II2,,0II2,,,
7221,0II3,small_airport,Miller Strip,40.62779999,-86.03780365,810,NA,US,US-IN,Bunker Hill,no,0II3,,0II3,,,
7222,0II5,small_airport,Marshall Field,40.65950012,-86.85720062,705,NA,US,US-IN,Chalmers,no,0II5,,0II5,,,
7223,0II6,small_airport,Kropf Airport,41.64310074,-85.82969666,810,NA,US,US-IN,Goshen,no,0II6,,0II6,,,
7224,0II7,small_airport,Frost Field,39.79560089,-85.78610229,900,NA,US,US-IN,Greenfield,no,0II7,,0II7,,,
7225,0II8,small_airport,Sutton's Field,41.32479858,-87.47589874,740,NA,US,US-IN,Lowell,no,0II8,,0II8,,,
7226,0II9,small_airport,Winters Airport,39.53419876,-86.57720184,755,NA,US,US-IN,Hall,no,0II9,,0II9,,,
7227,0IL0,heliport,Hamilton Memorial Hospital Heliport,38.08670044,-88.53890228,440,NA,US,US-IL,Mc Leansboro,no,0IL0,,0IL0,,,
7228,0IL1,heliport,Loyola University Medical Center Heliport,41.86090088,-87.83640289,623,NA,US,US-IL,Broadview,no,0IL1,,0IL1,,,
45950,0IL2,small_airport,Griffin Airport,38.803056,-88.997778,541,NA,US,US-IL,Alma,no,0IL2,,0IL2,,,
7229,0IL3,small_airport,Flying B Ranch Airport,40.1570015,-87.67449951,696,NA,US,US-IL,Danville,no,0IL3,,0IL3,,,
7230,0IL4,heliport,Good Samaritan Hospital Heliport,41.81890106,-88.00779724,772,NA,US,US-IL,Downers Grove,no,0IL4,,0IL4,,,
7231,0IL6,heliport,Kishwaukee Community Hospital Heliport,41.96310043,-88.71730042,852,NA,US,US-IL,De Kalb,no,0IL6,,0IL6,,,
7232,0IL8,small_airport,Walter Airport,41.87250137,-88.72370148,890,NA,US,US-IL,De Kalb,no,0IL8,,0IL8,,,
7233,0IL9,small_airport,Jack W. Watson Airport,41.85480118,-88.78730011,880,NA,US,US-IL,De Kalb,no,0IL9,,0IL9,,,
7234,0IN1,small_airport,Snider Field,38.5,-87.59590149,400,NA,US,US-IN,Decker,no,0IN1,,0IN1,,,
7235,0IN2,small_airport,The Lazy K Airport,40.82780075,-85.08609772,835,NA,US,US-IN,Tocsin,no,0IN2,,0IN2,,,
7236,0IN3,small_airport,Graves Landing Strip,41.11669922,-86.66670227,704,NA,US,US-IN,Winamac,no,0IN3,,0IN3,,,
7237,0IN4,small_airport,Air Park Field,41.12779999,-84.94719696,750,NA,US,US-IN,Woodburn,no,0IN4,,0IN4,,,
7238,0IN5,small_airport,Byrne Field,38.32899857,-86.03359985,800,NA,US,US-IN,Byrneville,no,0IN5,,0IN5,,,
7239,0IN7,heliport,Roto-Whirl/Holiday Heliport,39.92250061,-86.22609711,875,NA,US,US-IN,Indianapolis,no,0IN7,,0IN7,,,
7240,0IN8,heliport,Roto-Whirl/Vantage Heliport,39.83729935,-86.11859894,726,NA,US,US-IN,Indianapolis,no,0IN8,,0IN8,,,
7241,0IN9,small_airport,Parrish Airport,37.99309921,-87.95140076,390,NA,US,US-IN,Mount Vernon,no,0IN9,,0IN9,,,
7242,0IS0,heliport,Trinity Medical Center West Heliport,41.48109818,-90.5714035,664,NA,US,US-IL,Rock Island,no,0IS0,,0IS0,,,
7243,0IS2,heliport,Evanston/Glenbrook Heliport,42.0931015,-87.8526001,678,NA,US,US-IL,Glenview,no,0IS2,,0IS2,,,
7244,0IS3,small_airport,Cady Aerial RLA Restricted Landing Area,41.66080093,-89.69360352,630,NA,US,US-IL,Deer Grove,no,0IS3,,0IS3,,,
7245,0IS4,small_airport,Dawson Farms Airport,39.76250076,-88.67150116,670,NA,US,US-IL,Lovington,no,0IS4,,0IS4,,,
7246,0IS6,heliport,Dongola Heliport,37.36560059,-89.16359711,383,NA,US,US-IL,Dongola,no,0IS6,,0IS6,,,
7247,0IS8,heliport,Blessing Hospital At 11th St Heliport,39.93640137,-91.39900208,650,NA,US,US-IL,Quincy,no,0IS8,,0IS8,,,
7248,0IS9,heliport,Bernardin Heliport,41.70840073,-89.20290375,830,NA,US,US-IL,West Brooklyn,no,0IS9,,0IS9,,,
7249,0J0,small_airport,Abbeville Municipal Airport,31.60020065,-85.23880005,468,NA,US,US-AL,Abbeville,no,0J0,,0J0,,,
7250,0J8,small_airport,Flying Ten Airport,29.61800003,-82.50869751,85,NA,US,US-FL,Archer,no,0J8,,0J8,,,
7251,0K6,small_airport,Dobie's Airport,36.178496,-95.580468,610,NA,US,US-OK,Inola,no,,,0K6,,,
7252,0KS0,small_airport,J V Ranch Airport,38.63330078,-95.9253006,1180,NA,US,US-KS,Osage City,no,0KS0,,0KS0,,,
7253,0KS2,small_airport,Kellie Mann Airfield,38.56000137,-95.30909729,1045,NA,US,US-KS,Ottawa,no,0KS2,,0KS2,,,
7254,0KS3,small_airport,Camp Chippewa Airport,38.56669998,-95.36689758,1120,NA,US,US-KS,Ottawa,no,0KS3,,0KS3,,,
7255,0KS4,small_airport,Norris Airport,38.807239,-95.370056,1065,NA,US,US-KS,Lawrence,no,0KS4,,0KS4,,,
7256,0KS6,small_airport,Kendrigan Airport,37.45220184,-97.31780243,1240,NA,US,US-KS,Peck,no,0KS6,,0KS6,,,
7257,0KS7,small_airport,Mono Aircraft Airport,37.69279861,-97.88639832,1450,NA,US,US-KS,Cheney,no,0KS7,,0KS7,,,
7258,0KS8,small_airport,Pearce Field,37.38249969,-95.37470245,950,NA,US,US-KS,Parsons,no,0KS8,,0KS8,,,
7259,0KS9,small_airport,Lmn 120 Airport,37.51589966,-96.9197998,1330,NA,US,US-KS,Douglas,no,0KS9,,0KS9,,,
7260,0KY0,small_airport,Owen Air Park,38.62279892,-84.77890015,890,NA,US,US-KY,Owenton,no,0KY0,,0KY0,,,
7261,0KY1,small_airport,Arnemann Farms Airport,36.7655983,-86.61830139,504,NA,US,US-KY,Franklin,no,0KY1,,0KY1,,,
7262,0KY2,heliport,Mgt Station 2105 Heliport,37.50559998,-86.83750153,540,NA,US,US-KY,Hartford,no,0KY2,,0KY2,,,
7263,0KY3,heliport,Tennessee Gas Heliport,38.56140137,-83.95279694,604,NA,US,US-KY,Load,no,0KY3,,0KY3,,,
7264,0KY4,small_airport,Cambron Field,37.56439972,-87.08190155,427,NA,US,US-KY,Owensboro,no,0KY4,,0KY4,,,
7265,0KY5,small_airport,Falin Landing Strip,36.8125,-86.375,600,NA,US,US-KY,Bowling Green,no,0KY5,,0KY5,,,
7266,0KY6,heliport,Tennessee Gas Heliport,38.2682991,-82.57749939,560,NA,US,US-KY,Burnaugh,no,0KY6,,0KY6,,,
7267,0KY7,small_airport,Clinton-Hickman County Airport,36.63610077,-88.99859619,360,NA,US,US-KY,Clinton,no,0KY7,,0KY7,,,
7268,0KY8,small_airport,Sky Airport,37.11719894,-83.73609924,850,NA,US,US-KY,Manchester,no,0KY8,,0KY8,,,
7269,0KY9,heliport,Pine Mountain Aero Heliport,37.11360168,-82.8035965,1300,NA,US,US-KY,Whitesburg,no,0KY9,,0KY9,,,
7270,0L4,small_airport,Lida Junction Airport,37.4858017,-117.1910019,4684,NA,US,US-NV,Goldfield,no,0L4,,0L4,,http://en.wikipedia.org/wiki/Lida_Junction_Airport,
7271,0L5,small_airport,Goldfield Airport,37.7179985,-117.237999,5680,NA,US,US-NV,Goldfield,no,0L5,,0L5,,http://en.wikipedia.org/wiki/Goldfield_Airport,
7272,0L6,heliport,Winn Parish Medical Center Heliport,31.92320061,-92.64569855,140,NA,US,US-LA,Winnfield,no,0L6,,0L6,,,
7273,0LA0,heliport,West Hackberry Heliport,30.00849915,-93.40019989,10,NA,US,US-LA,Hackberry,no,0LA0,,0LA0,,,
7274,0LA1,small_airport,Double H Ranch Airport,30.22940063,-90.9733963,15,NA,US,US-LA,Gonzales,no,0LA1,,0LA1,,,
7275,0LA2,small_airport,Don Babin-Private Airport,30.27799988,-90.96320343,17,NA,US,US-LA,Gonzales,no,0LA2,,0LA2,,,
7276,0LA3,small_airport,Belcher Airpatch Airport,32.7492981,-93.87349701,280,NA,US,US-LA,Belcher,no,0LA3,,0LA3,,,
7277,0LA4,heliport,North Caddo Medical Center Heliport,32.86410141,-93.98899841,200,NA,US,US-LA,Vivian,no,0LA4,,0LA4,,,
7278,0LA5,heliport,Conoco Inc Heliport,29.25799942,-89.96369934,3,NA,US,US-LA,Grand Isle,no,0LA5,,0LA5,,,
7279,0LA6,heliport,Freeport Sulphur Heliport,29.25860023,-89.959198,3,NA,US,US-LA,Grand Isle,no,0LA6,,0LA6,,,
7280,0LA7,heliport,Exxon Heliport,29.25580025,-89.96759796,6,NA,US,US-LA,Grand Isle,no,0LA7,,0LA7,,,
7281,0LA8,heliport,Jackson Parish Hospital Heliport,32.25170135,-92.71279907,183,NA,US,US-LA,Jonesboro,no,0LA8,,0LA8,,,
7282,0LA9,small_airport,Rebel Field,30.5862999,-90.8615036,74,NA,US,US-LA,Watson,no,0LA9,,0LA9,,,
7283,0LL0,small_airport,Kaufield Airport,42.26470184,-88.73000336,783,NA,US,US-IL,Belvidere,no,0LL0,,0LL0,,,
7284,0LL1,small_airport,Jerseyville Aviation Inc Airport,39.09420013,-90.31340027,604,NA,US,US-IL,Jerseyville,no,0LL1,,0LL1,,,
7285,0LL2,small_airport,Murk's Strip,40.73889923,-90.38069916,700,NA,US,US-IL,St. Augustine,no,0LL2,,0LL2,,,
7286,0LL3,small_airport,Koenig Airport,39.05500031,-90.34210205,614,NA,US,US-IL,Jerseyville,no,0LL3,,0LL3,,,
7287,0LL4,small_airport,Flaherty Field,41.4192009,-89.12310028,664,NA,US,US-IL,La Salle,no,0LL4,,0LL4,,,
7288,0LL5,small_airport,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966,675,NA,US,US-IL,St Joseph,no,0LL5,,0LL5,,,
7289,0LL6,small_airport,Gord Airport,41.69839859,-88.60759735,710,NA,US,US-IL,Sandwich,no,0LL6,,0LL6,,,
7290,0LL7,heliport,Hospital Heliport,41.65000153,-88.61669922,670,NA,US,US-IL,Sandwich,no,0LL7,,0LL7,,,
7291,0LL9,heliport,Savanna Army Depot Helipad,42.1833992,-90.25569916,650,NA,US,US-IL,Savanna,no,0LL9,,0LL9,,,
7292,0LS0,small_airport,Theriot Field,29.74970055,-90.7358017,13,NA,US,US-LA,Thibodaux,no,0LS0,,0LS0,,,
7294,0LS2,heliport,Evergreen Fourchon Heliport,29.11639977,-90.20220184,6,NA,US,US-LA,Golden Meadow,no,0LS2,,0LS2,,,
7295,0LS3,heliport,Evergreen Venice Heliport,29.29669952,-89.37439728,,NA,US,US-LA,Venice,no,0LS3,,0LS3,,,
7296,0LS4,small_airport,Buller's Airstrip,30.80870056,-92.18800354,47,NA,US,US-LA,Bunkie,no,0LS4,,0LS4,,,
7297,0LS5,small_airport,Trahan Ultralightport,30.30690002,-92.12979889,40,NA,US,US-LA,Cankton,no,0LS5,,0LS5,,,
7298,0LS6,small_airport,Dufour Airport,30.78770065,-92.05039978,42,NA,US,US-LA,Morrow,no,0LS6,,0LS6,,,
7299,0LS7,small_airport,Morgan Field,30.6128006,-91.48419952,36,NA,US,US-LA,New Roads,no,0LS7,,0LS7,,,
7300,0LS8,small_airport,Lonesome Dove Airfield,30.28580093,-92.94129944,34,NA,US,US-LA,Woodlawn,no,0LS8,,0LS8,,,
7301,0LS9,small_airport,Huenefeld Airport,32.50429916,-91.98210144,72,NA,US,US-LA,Monroe,no,0LS9,,0LS9,,,
7302,0MA1,heliport,Massachusetts General Hospital Heliport,42.36370087,-71.06890106,214,NA,US,US-MA,Boston,no,0MA1,,0MA1,,,
7303,0MA2,heliport,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212,450,NA,US,US-MA,Leominster,no,0MA2,,0MA2,,,
7304,0MA3,heliport,Reh Heliport,41.78739929,-71.23179626,100,NA,US,US-MA,Rehoboth,no,0MA3,,0MA3,,,
7305,0MA4,heliport,Boston Medical Center Hospital Heliport,42.33359909,-71.07170105,19,NA,US,US-MA,Boston,no,0MA4,,0MA4,,,
7306,0MA5,heliport,Brockton Usar Center Heliport,42.05590057,-71.05590057,85,NA,US,US-MA,Brockton,no,0MA5,,0MA5,,,
7307,0MA6,heliport,Wbz Heliport,42.36510086,-71.13259888,9,NA,US,US-MA,Boston,no,0MA6,,0MA6,,,
7308,0MA8,heliport,Textron/Everett Heliport,42.40449905,-71.07060242,40,NA,US,US-MA,Everett,no,0MA8,,0MA8,,,
7309,0MA9,heliport,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149,1230,NA,US,US-MA,Westminster,no,0MA9,,0MA9,,,
7310,0MD0,heliport,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,77,NA,US,US-MD,Glen Burnie,no,0MD0,,0MD0,,,
7311,0MD1,small_airport,Taylor Field,39.18730164,-75.79270172,75,NA,US,US-MD,Sudlersville,no,0MD1,,0MD1,,,
7312,0MD2,small_airport,Squier Landing Airport,38.28789902,-76.86750031,16,NA,US,US-MD,Cobb Island,no,0MD2,,0MD2,,,
7313,0MD3,heliport,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987,260,NA,US,US-MD,Baltimore,no,0MD3,,0MD3,,,
7314,0MD4,small_airport,Pond View Private Airport,39.26679993,-76.18720245,47,NA,US,US-MD,Chestertown,no,0MD4,,0MD4,,,
7315,0MD5,heliport,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943,285,NA,US,US-MD,Laurel,no,0MD5,,0MD5,,,
7316,0MD6,small_airport,Walters Airport,39.38119888,-77.10579681,750,NA,US,US-MD,Mount Airy,no,0MD6,,0MD6,,,
7317,0MD7,heliport,The Aspen Institute Heliport,38.90930176,-76.11969757,20,NA,US,US-MD,Queenstown,no,0MD7,,0MD7,,,
7318,0MD8,heliport,Security Ford Heliport,39.2458992,-76.67610168,30,NA,US,US-MD,Arbutus,no,0MD8,,0MD8,,,
7319,0MD9,heliport,Calvert Memorial Hospital Heliport,38.56100082,-76.59660339,143,NA,US,US-MD,Prince Frederick,no,0MD9,,0MD9,,,
45455,0ME4,small_airport,Peasley Field,44.742469,-68.474403,271,NA,US,US-ME,Otis,no,0ME4,,0ME4,,,
7320,0MI0,heliport,Sumner Heliport,42.97000122,-85.66590118,657,NA,US,US-MI,Grand Rapids,no,0MI0,,0MI0,,,
7321,0MI1,small_airport,Sugar Springs Airport,44.14030075,-84.4375,940,NA,US,US-MI,Gladwin,no,0MI1,,0MI1,,,
7322,0MI2,small_airport,Stier Airstrip,44.52220154,-83.6832962,850,NA,US,US-MI,Glennie,no,0MI2,,0MI2,,,
7323,0MI3,small_airport,Kelleys Airport,44.63339996,-84.48339844,1000,NA,US,US-MI,Grayling,no,0MI3,,0MI3,,,
7324,0MI4,small_airport,Lesterson Field,46.27019882,-87.3864975,1120,NA,US,US-MI,Gwinn,no,0MI4,,0MI4,,,
7325,0MI6,small_airport,Young's Airport,46.38750076,-85.18399811,800,NA,US,US-MI,Hulbert,no,0MI6,,0MI6,,,
7326,0MI7,heliport,Four Star Heliport,42.04309845,-83.35939789,603,NA,US,US-MI,Carleton,no,0MI7,,0MI7,,,
7327,0MI8,small_airport,Twin Lakes Airport,44.90000153,-84.30000305,1275,NA,US,US-MI,Lewiston,no,0MI8,,0MI8,,,
7328,0MI9,heliport,Henry Ford Hospital Heliport,42.36750031,-83.08439636,633,NA,US,US-MI,Detroit,no,0MI9,,0MI9,,,
7329,0MN0,seaplane_base,Winner's Landing Seaplane Base,44.7969017,-92.98410034,690,NA,US,US-MN,St Paul Park,no,0MN0,,0MN0,,,
7330,0MN1,small_airport,Brinkman Airport,44.26250076,-94.06970215,1020,NA,US,US-MN,St. Peter,no,0MN1,,0MN1,,,
7331,0MN2,seaplane_base,Grindstone Lake Seaplane Base,46.13330078,-93.00299835,1025,NA,US,US-MN,Sandstone,no,0MN2,,0MN2,,,
7332,0MN3,seaplane_base,Lower Hay Lake Seaplane Base,46.67779922,-94.29250336,1230,NA,US,US-MN,Jenkins,no,0MN3,,0MN3,,,
7333,0MN4,seaplane_base,Paul's Seaplane Base,46.47719955,-94.30310059,1200,NA,US,US-MN,Nisswa,no,0MN4,,0MN4,,,
7334,0MN5,small_airport,Pankratz Airport,44.30720139,-94.91690063,1033,NA,US,US-MN,Springfield,no,0MN5,,0MN5,,,
7335,0MN6,small_airport,Matson Field,43.66220093,-92.40429688,1365,NA,US,US-MN,Spring Valley,no,0MN6,,0MN6,,,
7336,0MN7,heliport,Ely Bloomenson Community Hospital Heliport,47.89910126,-91.8730011,1450,NA,US,US-MN,Ely,no,0MN7,,0MN7,,,
7337,0MN8,small_airport,Keller Airport,45.13579941,-92.85939789,990,NA,US,US-MN,Stillwater,no,0MN8,,0MN8,,,
7338,0MN9,heliport,Triple H Heliport,45.31330109,-93.71759796,980,NA,US,US-MN,Big Lake,no,0MN9,,0MN9,,,
7339,0MO0,small_airport,Ferros Ranch-Aero Airport,38.41030121,-93.85019684,775,NA,US,US-MO,Clinton,no,0MO0,,0MO0,,,
7340,0MO1,small_airport,Flying G Airport,38.54449844,-94.09470367,920,NA,US,US-MO,Creighton,no,0MO1,,0MO1,,,
7341,0MO2,small_airport,Short-N-Ruff Airport,37.7867012,-90.78009796,950,NA,US,US-MO,Caledonia,no,0MO2,,0MO2,,,
7342,0MO3,small_airport,Arvin Ranch Airport,38.44029999,-94.59329987,1000,NA,US,US-MO,Drexel,no,0MO3,,0MO3,,,
7343,0MO4,heliport,Bert Walter Berkowitz Heliport,39.08530045,-94.57379913,890,NA,US,US-MO,Kansas City,no,0MO4,,0MO4,,,
7344,0MO5,small_airport,Joe D Lewis Airport,40.13339996,-92.10019684,780,NA,US,US-MO,Edina,no,0MO5,,0MO5,,,
7345,0MO6,small_airport,Hall Airport,40.11669922,-92.26689911,850,NA,US,US-MO,Edina,no,0MO6,,0MO6,,,
7346,0MO7,heliport,St Joseph Hospital West Heliport,38.80329895,-90.77629852,531,NA,US,US-MO,Lake Saint Louis,no,0MO7,,0MO7,,,
7347,0MO8,small_airport,Sloan's Airport,39.1405983,-90.73680115,437,NA,US,US-MO,Elsberry,no,0MO8,,0MO8,,,
7348,0MO9,heliport,Emerson Heliport,38.72949982,-90.27839661,575,NA,US,US-MO,Ferguson,no,0MO9,,0MO9,,,
7349,0MS0,small_airport,Topton Air Estates Airport,32.47499847,-88.61669922,453,NA,US,US-MS,Meridian,no,0MS0,,0MS0,,,
7350,0MS1,small_airport,Franklin Field,31.42519951,-90.9029007,200,NA,US,US-MS,Meadville,no,0MS1,,0MS1,,,
7351,0MS2,small_airport,Morgan Field,31.54179955,-89.39170074,300,NA,US,US-MS,Seminary,no,0MS2,,0MS2,,,
7352,0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,34.34780121,-89.51899719,430,NA,US,US-MS,Oxford,no,0MS3,,0MS3,,,
7353,0MS4,heliport,Sheriff's Courthouse Heliport,30.37599945,-89.0861969,50,NA,US,US-MS,Gulfport,no,0MS4,,0MS4,,,
7354,0MS5,small_airport,Lewis Air Service Airport,33.39179993,-90.91680145,120,NA,US,US-MS,Leland,no,0MS5,,0MS5,,,
7355,0MS6,heliport,Levert Heliport,30.30130005,-89.23449707,25,NA,US,US-MS,Pass Christian,no,0MS6,,0MS6,,,
7356,0MS7,small_airport,Hale Field,34.34260178,-89.14309692,346,NA,US,US-MS,Pontotoc,no,0MS7,,0MS7,,,
7357,0MS8,small_airport,Catfish Point Airport,33.69929886,-91.1651001,154,NA,US,US-MS,Benoit,no,0MS8,,0MS8,,,
7358,0MS9,small_airport,Shenandoah Valley Farms Airport,33.80070114,-89.02729797,300,NA,US,US-MS,Houston,no,0MS9,,0MS9,,,
7359,0MT1,small_airport,Williams Field,47.49750137,-112.3909988,4070,NA,US,US-MT,Augusta,no,0MT1,,0MT1,,,
7360,0MT2,heliport,Big Sandy Medical Center Heliport,48.17969894,-110.1090012,2750,NA,US,US-MT,Big Sandy,no,0MT2,,0MT2,,,
7361,0MT3,heliport,Stock Farm Heliport,46.25080109,-114.0670013,3920,NA,US,US-MT,Hamilton,no,0MT3,,0MT3,,,
7362,0MT4,small_airport,Kimp Airport,46.27859879,-114.1409988,3510,NA,US,US-MT,Hamilton,no,0MT4,,0MT4,,,
7363,0MT5,small_airport,Cottonwood Airport,45.63420105,-108.848999,3350,NA,US,US-MT,Laurel,no,0MT5,,0MT5,,,
7364,0MT6,small_airport,Hanson Airport,48.04059982,-114.6790009,3900,NA,US,US-MT,Marion,no,0MT6,,0MT6,,,
7365,0MT7,small_airport,Pinehurst Ranch Airport,47.66080093,-115.4039993,2460,NA,US,US-MT,Thompson Falls,no,0MT7,,0MT7,,,
7366,0MT8,heliport,Glacier Heli Tours Heliport,48.48669815,-113.9980011,3300,NA,US,US-MT,West Glacier,no,0MT8,,0MT8,,,
7367,0MT9,small_airport,Lone Hawk Airport,48.48329926,-114.4929962,3284,NA,US,US-MT,White Fish,no,0MT9,,0MT9,,,
7368,0MU0,small_airport,Eagle Field,37.23469925,-91.09359741,784,NA,US,US-MO,Ellington,no,0MU0,,0MU0,,,
7369,0MU1,small_airport,Sunderland Airport,37.24670029,-94.17389679,1027,NA,US,US-MO,Avilla,no,0MU1,,0MU1,,,
7370,0MU2,heliport,Christian Hospital Northeast Heliport,38.7745018,-90.23899841,520,NA,US,US-MO,Florissant,no,0MU2,,0MU2,,,
7371,0MU3,heliport,Hannibal Regional Hospital Heliport,39.71120071,-91.45069885,744,NA,US,US-MO,Hannibal,no,0MU3,,0MU3,,,
7372,0MU4,small_airport,Slaughter Airport,39.61610031,-92.86689758,800,NA,US,US-MO,Marceline,no,0MU4,,0MU4,,,
7373,0MU5,heliport,Holden Heliport,38.71969986,-93.99440002,865,NA,US,US-MO,Holden,no,0MU5,,0MU5,,,
7374,0MU6,heliport,Bradbury-Rolf Memorial Heliport,39.07329941,-93.73590088,815,NA,US,US-MO,Higginsville,no,0MU6,,0MU6,,,
7375,0MU7,small_airport,Lambs Field,38.875,-94.13970184,1070,NA,US,US-MO,Lone Jack,no,0MU7,,0MU7,,,
7376,0MU8,small_airport,Prince STOLport,37.43870163,-89.75900269,582,NA,US,US-MO,Millersville,no,0MU8,,0MU8,,,
7377,0MY0,heliport,Kenyon Heliport,44.33390045,-92.94329834,1500,NA,US,US-MN,Kenyon,no,0MY0,,0MY0,,,
7378,0MY1,heliport,Bozeman Deaconess Hospital Heliport,45.66999817,-111.0189972,4925,NA,US,US-MT,Bozeman,no,0MY1,,0MY1,,,
7379,0N0,small_airport,Roosterville Airport,39.29109955,-94.44219971,1004,NA,US,US-MO,Liberty,no,0N0,,0N0,,,
